simID	f0	f1	f2	f3	Na	Nc	Na_scaled	Nc_scaled	scaling_factor	model	Nfold	g_factor
sim808	65	30	5	0	13328	6558	10162	5000	1.3116	decline	-2.03	0.9964539131963128
sim809	40	30	25	5	38329	15667	12232	5000	3.1334	decline	-2.45	0.9955269122190367
sim810	20	0	15	65	5088	11748	5000	11545	1.0176	growth	2.31	1.0041840726518618
sim811	40	0	50	10	19699	7154	13768	5000	1.4308	decline	-2.75	0.9949354542676243
sim812	30	5	0	65	7911	5921	6680	5000	1.1842	decline	-1.34	0.9985515996244277
sim813	40	25	5	30	44198	9640	22924	5000	1.928	decline	-4.58	0.9923862675787231
sim814	80	5	15	0	43610	18332	11895	5000	3.6664	decline	-2.38	0.9956665988433959
sim815	5	65	25	5	9547	14040	5000	7353	1.9094	growth	1.47	1.0019283524039
sim816	40	50	5	5	8307	14083	5000	8477	1.6614	growth	1.7	1.0026395935059609
sim817	65	10	20	5	41993	33014	6360	5000	6.6028	decline	-1.27	0.9987970476754103
sim818	90	0	5	5	23346	25279	5000	5414	4.6692	growth	1.08	1.00039775139379
sim819	15	5	50	30	49510	36708	6744	5000	7.3416	decline	-1.35	0.9985039234586728
sim820	30	40	30	0	5377	21885	5000	20351	1.0754	growth	4.07	1.0070184606914816
sim821	95	0	0	5	15332	5127	14952	5000	1.0254	decline	-2.99	0.9945229642114042
sim822	25	35	5	35	13235	41251	5000	15584	2.647	growth	3.12	1.0056840341723303
sim823	25	50	20	5	20504	32814	5000	8002	4.1008	growth	1.6	1.0023512679900046
sim824	15	45	40	0	10957	21880	5000	9984	2.1914	growth	2.0	1.0034577294959648
sim825	5	5	60	30	5331	33207	5000	31145	1.0662	growth	6.23	1.00914607903136
sim826	30	45	5	20	25504	17474	7298	5000	3.4948	decline	-1.46	0.9981091878720992
sim827	20	10	15	55	8132	37200	5000	22873	1.6264	growth	4.57	1.0076025963160555
sim828	10	70	15	5	14712	17609	5000	5985	2.9424	growth	1.2	1.000899092132879
sim829	25	15	40	20	5652	8452	5000	7477	1.1304	growth	1.5	1.0020119686479183
sim830	70	20	5	5	6451	12337	5000	9562	1.2902	growth	1.91	1.003241794988849
sim831	35	60	0	5	6063	21620	5000	17829	1.2126	growth	3.57	1.0063569421630927
sim832	35	0	25	40	45553	38661	5891	5000	7.7322	decline	-1.18	0.9991800607494727
sim833	5	20	35	40	14767	31093	5000	10528	2.9534	growth	2.11	1.0037230023107444
sim834	20	45	35	0	12615	6258	10079	5000	1.2516	decline	-2.02	0.9964949193053068
sim835	15	45	35	5	18306	9171	9980	5000	1.8342	decline	-2.0	0.9965442741105537
sim836	5	65	0	30	47183	5957	39603	5000	1.1914	decline	-7.92	0.9896526651973369
sim837	45	0	20	35	44997	9349	24065	5000	1.8698	decline	-4.81	0.9921433970483952
sim838	10	25	15	50	32951	21531	7652	5000	4.3062	decline	-1.53	0.9978723543042805
sim839	0	20	75	5	9977	24632	5000	12344	1.9954	growth	2.47	1.0045186610131338
sim840	20	5	65	10	5720	49831	5000	43559	1.144	growth	8.71	1.01082339214263
sim841	65	15	10	10	35626	9398	18954	5000	1.8796	decline	-3.79	0.9933371146069305
sim842	10	70	10	10	23954	9475	12641	5000	1.895	decline	-2.53	0.9953624620646034
sim843	90	5	5	0	32585	18437	8837	5000	3.6874	decline	-1.77	0.9971524522994911
sim844	30	30	0	40	35339	5057	34941	5000	1.0114	decline	-6.99	0.9902788849382274
sim845	30	35	25	10	5192	11475	5000	11051	1.0384	growth	2.21	1.0039654150458628
sim846	0	20	45	35	45785	32643	7013	5000	6.5286	decline	-1.4	0.9983083617143966
sim847	45	25	15	15	45430	5270	43102	5000	1.054	decline	-8.62	0.9892293425634436
sim848	15	40	20	25	7408	44369	5000	29947	1.4816	growth	5.99	1.008949956200827
sim849	40	5	50	5	11764	7645	7694	5000	1.529	decline	-1.54	0.99784498554052
sim850	30	15	25	30	15827	10744	7366	5000	2.1488	decline	-1.47	0.9980628154720561
sim851	35	15	0	50	9500	22788	5000	11994	1.9	growth	2.4	1.004374843061561
sim852	15	55	0	30	9270	6803	6813	5000	1.3606	decline	-1.36	0.9984530268032128
sim853	45	15	15	25	5884	9049	5000	7689	1.1768	growth	1.54	1.0021517641180797
sim854	25	45	20	10	34049	17566	9692	5000	3.5132	decline	-1.94	0.9966906855473991
sim855	35	35	15	15	28649	13994	10236	5000	2.7988	decline	-2.05	0.9964176349706828
sim856	5	20	60	15	29669	45844	5000	7726	5.9338	growth	1.55	1.0021757667590498
sim857	15	30	50	5	14655	41495	5000	14157	2.931	growth	2.83	1.0052038564448913
sim858	0	0	50	50	9633	21704	5000	11265	1.9266	growth	2.25	1.0040613133072505
sim859	30	20	15	35	29834	43182	5000	7237	5.9668	growth	1.45	1.0018488442172495
sim860	70	30	0	0	18276	26775	5000	7325	3.6552	growth	1.47	1.0019092762123452
sim861	0	5	10	85	25056	38522	5000	7687	5.0112	growth	1.54	1.0021504633896645
sim862	5	25	0	70	5629	15281	5000	13573	1.1258	growth	2.71	1.0049932230644087
sim863	10	20	30	40	6985	38405	5000	27491	1.397	growth	5.5	1.0085221038297287
sim864	20	20	30	30	20021	7263	13783	5000	1.4526	decline	-2.76	0.994930009818609
sim865	10	60	5	25	13920	5398	12894	5000	1.0796	decline	-2.58	0.9952633791277283
sim866	35	30	20	15	5535	10634	5000	9606	1.107	growth	1.92	1.0032647499540426
sim867	20	15	20	45	14081	10059	6999	5000	2.0118	decline	-1.4	0.9983183531536335
sim868	0	5	25	70	33616	48624	5000	7232	6.7232	growth	1.45	1.001845388553279
sim869	15	15	25	45	9848	5170	9524	5000	1.034	decline	-1.9	0.9967781149190474
sim870	5	5	55	35	11380	9860	5771	5000	1.972	decline	-1.15	0.9992829626835263
sim871	30	25	5	40	21697	39720	5000	9153	4.3394	growth	1.83	1.0030232189098427
sim872	15	35	20	30	6110	7552	5000	6180	1.222	growth	1.24	1.0010594017951775
sim873	40	5	10	45	10106	7467	6767	5000	1.4934	decline	-1.35	0.99848690027592
sim874	5	55	10	30	5912	13468	5000	11390	1.1824	growth	2.28	1.0041164893251249
sim875	35	20	35	10	9386	6075	7725	5000	1.215	decline	-1.54	0.9978248804482515
sim876	10	35	20	35	18081	6465	13984	5000	1.293	decline	-2.8	0.9948576204676046
sim877	0	0	60	40	48974	6572	37260	5000	1.3144	decline	-7.45	0.9899575877363033
sim878	25	0	55	20	41332	22720	9096	5000	4.544	decline	-1.82	0.9970080157799294
sim879	30	0	10	60	30610	7941	19273	5000	1.5882	decline	-3.85	0.9932536637985859
sim880	55	10	25	10	40476	41999	5000	5188	8.0952	growth	1.04	1.0001845517701005
sim881	40	20	30	10	18145	11195	8104	5000	2.239	decline	-1.62	0.9975854007274386
sim882	0	15	20	65	18746	8979	10439	5000	1.7958	decline	-2.09	0.9963194456000397
sim883	10	40	20	30	10898	31515	5000	14459	2.1796	growth	2.89	1.0053093957280594
sim884	25	20	5	50	7575	5873	6449	5000	1.1746	decline	-1.29	0.9987275641620293
sim885	75	15	0	10	17799	6316	14090	5000	1.2632	decline	-2.82	0.9948198629326176
sim886	5	55	35	5	5870	43412	5000	36978	1.174	growth	7.4	1.0100044261438703
sim887	0	45	5	50	7112	20829	5000	14644	1.4224	growth	2.93	1.0053729639141193
sim888	10	50	0	40	10630	29461	5000	13857	2.126	growth	2.77	1.0050967630384124
sim889	5	50	20	25	34225	6996	24460	5000	1.3992	decline	-4.89	0.9920619939108754
sim890	0	0	55	45	40935	16535	12378	5000	3.307	decline	-2.48	0.9954675860455846
sim891	0	25	45	30	6908	11308	5000	8185	1.3816	growth	1.64	1.002464326491945
sim892	10	10	15	65	46590	30534	7629	5000	6.1068	decline	-1.53	0.99788740568663
sim893	15	0	60	25	25809	9337	13821	5000	1.8674	decline	-2.76	0.9949162436890611
sim894	10	15	30	45	7136	7284	5000	5104	1.4272	growth	1.02	1.000102933168042
sim895	75	0	25	0	15146	8346	9074	5000	1.6692	decline	-1.81	0.9970201236559616
sim896	15	15	30	40	31784	49768	5000	7829	6.3568	growth	1.57	1.0022419843774584
sim897	25	35	20	20	18215	34838	5000	9563	3.643	growth	1.91	1.0032423178646666
sim898	0	60	35	5	20760	6797	15271	5000	1.3594	decline	-3.05	0.9944174115373153
sim899	90	0	0	10	6820	47727	5000	34990	1.364	growth	7.0	1.0097281219697274
sim900	15	0	65	20	40145	16580	12106	5000	3.316	decline	-2.42	0.995578683574823
sim901	30	5	50	15	22092	5461	20227	5000	1.0922	decline	-4.05	0.9930120978343157
sim902	10	5	0	85	37100	16030	11572	5000	3.206	decline	-2.31	0.995804247626601
sim903	90	5	0	5	31176	10520	14817	5000	2.104	decline	-2.96	0.9945683137110375
sim904	5	10	50	35	7603	5458	6965	5000	1.0916	decline	-1.39	0.9983427015260117
sim905	15	25	25	35	15322	31764	5000	10365	3.0644	growth	2.07	1.003644984167268
sim906	55	35	5	5	9891	14237	5000	7197	1.9782	growth	1.44	1.0018211318004577
sim907	30	25	25	20	5925	9289	5000	7839	1.185	growth	1.57	1.0022483668138624
sim908	55	30	0	15	38872	12166	15976	5000	2.4332	decline	-3.2	0.9941917515816029
sim909	0	40	55	5	7200	27680	5000	19222	1.44	growth	3.84	1.006733087719835
sim910	0	15	70	15	29917	8412	17782	5000	1.6824	decline	-3.56	0.9936562560136758
sim911	35	10	5	50	5798	8110	5000	6994	1.1596	growth	1.4	1.0016780736310353
sim912	5	5	20	70	6061	45262	5000	37339	1.2122	growth	7.47	1.0100530022219445
sim913	30	15	5	50	34825	25390	6858	5000	5.078	decline	-1.37	0.9984201102919669
sim914	55	15	20	10	33526	22344	7502	5000	4.4688	decline	-1.5	0.997971341303872
sim915	15	35	35	15	21535	24963	5000	5796	4.307	growth	1.16	1.0007386505601217
sim916	25	5	30	40	13931	7503	9284	5000	1.5006	decline	-1.86	0.9969057271201095
sim917	10	5	60	25	11464	43852	5000	19126	2.2928	growth	3.83	1.0067080537674662
sim918	35	40	0	25	10764	14752	5000	6852	2.1528	growth	1.37	1.001575513340139
sim919	25	35	0	40	31722	7092	22365	5000	1.4184	decline	-4.47	0.9925097033777465
sim920	5	0	85	10	7440	7919	5000	5322	1.488	growth	1.06	1.000312056300607
sim921	10	25	60	5	32238	16113	10004	5000	3.2226	decline	-2.0	0.9965322644970936
sim922	50	10	0	40	48947	9306	26299	5000	1.8612	decline	-5.26	0.9916995349839348
sim923	95	0	5	0	11892	44663	5000	18779	2.3784	growth	3.76	1.0066165065589598
sim924	20	5	35	40	23522	21095	5575	5000	4.219	decline	-1.11	0.9994557279754396
sim925	35	30	30	5	14251	12110	5884	5000	2.422	decline	-1.18	0.9991860055484746
sim926	25	25	25	25	6710	10434	5000	7775	1.342	growth	1.55	1.002207377728156
sim927	25	0	30	45	8440	28717	5000	17012	1.688	growth	3.4	1.0061224053247864
sim928	50	15	30	5	7054	26864	5000	19042	1.4108	growth	3.81	1.006686045767147
sim929	50	10	40	0	17636	6863	12849	5000	1.3726	decline	-2.57	0.9952808596256638
sim930	40	10	25	25	10296	35490	5000	17235	2.0592	growth	3.45	1.0061875214376736
sim931	10	5	40	45	14640	9332	7844	5000	1.8664	decline	-1.57	0.9977484450205
sim932	5	50	10	35	9154	37063	5000	20244	1.8308	growth	4.05	1.0069921027045887
sim933	40	40	15	5	10937	24170	5000	11050	2.1874	growth	2.21	1.0039649625776483
sim934	35	0	65	0	27170	6103	22260	5000	1.2206	decline	-4.45	0.9925332328329335
sim935	5	40	0	55	10800	20053	5000	9284	2.16	growth	1.86	1.0030942728798904
sim936	0	95	0	5	8475	37125	5000	21903	1.695	growth	4.38	1.0073859285065399
sim937	45	20	35	0	45681	13352	17106	5000	2.6704	decline	-3.42	0.9938500431663776
sim938	0	70	5	25	7334	10497	5000	7156	1.4668	growth	1.43	1.0017925662660618
sim939	10	5	15	70	18519	17904	5172	5000	3.5808	decline	-1.03	0.9998308922576225
sim940	20	55	5	20	17461	9690	9010	5000	1.938	decline	-1.8	0.9970555142040692
sim941	0	80	5	15	5150	12569	5000	12203	1.03	growth	2.44	1.004461219553578
sim942	10	5	25	60	6592	5027	6557	5000	1.0054	decline	-1.31	0.9986445236557631
sim943	0	60	30	10	7204	24683	5000	17131	1.4408	growth	3.43	1.006157258876571
sim944	5	65	10	20	10297	36361	5000	17656	2.0594	growth	3.53	1.0063081887826018
sim945	10	55	5	30	34997	19560	8946	5000	3.912	decline	-1.79	0.9970911570371173
sim946	10	25	25	40	6941	8138	5000	5862	1.3882	growth	1.17	1.000795264649273
sim947	0	45	30	25	7788	7251	5370	5000	1.4502	decline	-1.07	0.9996430500195667
sim948	40	45	15	0	29102	5735	25372	5000	1.147	decline	-5.07	0.9918789585433122
sim949	30	40	10	20	31440	8949	17566	5000	1.7898	decline	-3.51	0.9937173634846959
sim950	40	5	5	50	5786	15386	5000	13296	1.1572	growth	2.66	1.004890126628395
sim951	15	65	20	0	20375	5047	20185	5000	1.0094	decline	-4.04	0.993022490790646
sim952	5	5	0	90	24531	29244	5000	5961	4.9062	growth	1.19	1.0008790016990186
sim953	75	0	15	10	13179	12987	5074	5000	2.5974	decline	-1.01	0.9999265422562851
sim954	10	0	65	25	19699	13520	7285	5000	2.704	decline	-1.46	0.9981181023639346
sim955	0	20	15	65	37588	34028	5523	5000	6.8056	decline	-1.1	0.9995025836075753
sim956	5	75	10	10	5489	7868	5000	7167	1.0978	growth	1.43	1.0018002462228883
sim957	20	15	25	40	16933	41219	5000	12171	3.3866	growth	2.43	1.0044480908022917
sim958	5	65	5	25	5534	39956	5000	36100	1.1068	growth	7.22	1.0098842747645236
sim959	65	25	0	10	44583	13527	16479	5000	2.7054	decline	-3.3	0.9940367553470275
sim960	25	30	30	15	22886	21488	5325	5000	4.2976	decline	-1.06	0.999685126004193
sim961	45	5	50	0	12498	28198	5000	11281	2.4996	growth	2.26	1.0040684099109434
sim962	70	0	20	10	18256	7123	12815	5000	1.4246	decline	-2.56	0.9952941077630904
sim963	40	15	5	40	36121	10489	17219	5000	2.0978	decline	-3.44	0.9938171224356502
sim964	55	35	0	10	5305	10921	5000	10293	1.061	growth	2.06	1.0036101307005516
sim965	0	80	10	10	46325	28599	8099	5000	5.7198	decline	-1.62	0.9975884865758362
sim966	10	40	50	0	14564	7560	9632	5000	1.512	decline	-1.93	0.9967217351193381
sim967	10	50	40	0	27375	5557	24631	5000	1.1114	decline	-4.93	0.9920271605011631
sim968	80	0	5	15	39026	11137	17521	5000	2.2274	decline	-3.5	0.9937301887546457
sim969	0	15	10	75	7349	37897	5000	25784	1.4698	growth	5.16	1.0082015811603953
sim970	55	10	5	30	7993	15783	5000	9873	1.5986	growth	1.97	1.003401829230976
sim971	15	30	40	15	5900	22475	5000	19047	1.18	growth	3.81	1.0066873584821117
sim972	0	25	75	0	24169	44909	5000	9291	4.8338	growth	1.86	1.0030980413861255
sim973	15	65	15	5	5373	28838	5000	26836	1.0746	growth	5.37	1.0084015317863326
sim974	5	0	40	55	27216	6642	20488	5000	1.3284	decline	-4.1	0.9929479928176844
sim975	50	15	5	30	7713	12615	5000	8178	1.5426	growth	1.64	1.0024600485475417
sim976	5	40	40	15	16882	5260	16048	5000	1.052	decline	-3.21	0.9941692684060726
sim977	0	40	30	30	14842	8248	8997	5000	1.6496	decline	-1.8	0.9970627336199956
sim978	30	10	60	0	33420	5072	32946	5000	1.0144	decline	-6.59	0.9905728402745465
sim979	10	25	30	35	18696	25994	5000	6952	3.7392	growth	1.39	1.001647957377645
sim980	30	10	25	35	30002	40724	5000	6787	6.0004	growth	1.36	1.0015278555264375
sim981	40	5	35	20	17246	41762	5000	12108	3.4492	growth	2.42	1.0044221423936268
sim982	25	0	25	50	9553	33890	5000	17738	1.9106	growth	3.55	1.0063313565926009
sim983	40	35	10	15	25527	23142	5515	5000	4.6284	decline	-1.1	0.9995098312986431
sim984	10	30	35	25	17841	6052	14740	5000	1.2104	decline	-2.95	0.9945943651283645
sim985	0	15	0	85	15441	30051	5000	9731	3.0882	growth	1.95	1.0033293937670287
sim986	15	0	10	75	20096	21015	5000	5229	4.0192	growth	1.05	1.0002239107138595
sim987	5	35	15	45	44318	16419	13496	5000	3.2838	decline	-2.7	0.9950352228359521
sim988	30	0	15	55	14957	26841	5000	8973	2.9914	growth	1.79	1.002923910779409
sim989	10	0	20	70	11436	16837	5000	7361	2.2872	growth	1.47	1.0019337894032123
sim990	15	25	60	0	5514	47973	5000	43501	1.1028	growth	8.7	1.0108167300695103
sim991	35	25	0	40	15536	11771	6599	5000	2.3542	decline	-1.32	0.9986125989501641
sim992	80	0	20	0	48363	9584	25231	5000	1.9168	decline	-5.05	0.9919068225760593
sim993	5	20	25	50	9351	18071	5000	9663	1.8702	growth	1.93	1.0032943312329154
sim994	0	20	20	60	46704	10583	22066	5000	2.1166	decline	-4.41	0.99257699975048
sim995	15	10	50	25	7248	24195	5000	16691	1.4496	growth	3.34	1.006027158697811
sim996	60	15	15	10	23326	40268	5000	8632	4.6652	growth	1.73	1.0027301915776086
sim997	15	20	35	30	12240	13329	5000	5445	2.448	growth	1.09	1.0004262992197541
sim998	30	35	5	30	31882	13723	11616	5000	2.7446	decline	-2.32	0.9957852722717583
sim999	70	15	5	10	9633	7903	6095	5000	1.5806	decline	-1.22	0.9990098457475043
sim1000	0	5	55	40	17639	14875	5929	5000	2.975	decline	-1.19	0.9991479117385443
sim1001	35	40	20	5	40897	20317	10065	5000	4.0634	decline	-2.01	0.9965018692667117
sim1002	35	45	10	10	26798	18949	7071	5000	3.7898	decline	-1.41	0.99826717999906
sim1003	40	10	10	40	12971	8119	7988	5000	1.6238	decline	-1.6	0.9976574874844026
sim1004	65	5	5	25	7597	25435	5000	16740	1.5194	growth	3.35	1.0060418157631361
sim1005	45	10	10	35	5009	25988	5000	25941	1.0018	growth	5.19	1.0082319340810615
sim1006	0	35	25	40	5168	5908	5000	5716	1.0336	growth	1.14	1.0006691567381676
sim1007	25	10	35	30	19410	6387	15195	5000	1.2774	decline	-3.04	0.9944423574303267
sim1008	20	5	15	60	31094	32756	5000	5267	6.2188	growth	1.05	1.0002601151403359
sim1009	0	10	40	50	12628	19571	5000	7749	2.5256	growth	1.55	1.0021906294517386
sim1010	0	80	0	20	15705	15353	5115	5000	3.0706	decline	-1.02	0.9998863025651525
sim1011	10	35	25	30	30199	48556	5000	8039	6.0398	growth	1.61	1.0023743339245585
sim1012	30	5	10	55	20105	6419	15661	5000	1.2838	decline	-3.13	0.994291321834749
sim1013	15	45	15	25	6787	13525	5000	9964	1.3574	growth	1.99	1.0034477034248293
sim1014	55	10	30	5	9870	45026	5000	22810	1.974	growth	4.56	1.007588805619311
sim1015	45	0	35	20	16583	42372	5000	12776	3.3166	growth	2.56	1.004690652492393
sim1016	50	45	5	0	6971	42188	5000	30260	1.3942	growth	6.05	1.0090019439796305
sim1017	5	65	15	15	10965	6576	8337	5000	1.3152	decline	-1.67	0.9974436723650281
sim1018	0	35	10	55	6994	13413	5000	9589	1.3988	growth	1.92	1.0032558934786873
sim1019	20	30	10	40	30463	22528	6761	5000	4.5056	decline	-1.35	0.9984913355216278
sim1020	25	25	40	10	6715	16699	5000	12434	1.343	growth	2.49	1.0045549837170653
sim1021	0	0	20	80	9401	12125	5000	6449	1.8802	growth	1.29	1.0012724358379708
sim1022	5	85	0	10	15279	8242	9269	5000	1.6484	decline	-1.85	0.996913812067702
sim1023	55	5	10	30	12339	10226	6033	5000	2.0452	decline	-1.21	0.9990609675648774
sim1024	30	10	15	45	25494	15649	8146	5000	3.1298	decline	-1.63	0.9975595545160394
sim1025	0	60	10	30	43549	48782	5000	5601	8.7098	growth	1.12	1.0005675362039679
sim1026	25	25	5	45	15184	20346	5000	6700	3.0368	growth	1.34	1.001463348069814
sim1027	0	5	30	65	12024	33045	5000	13741	2.4048	growth	2.75	1.0050547307595776
sim1028	45	40	10	5	40780	28649	7117	5000	5.7298	decline	-1.42	0.9982347581205848
sim1029	20	40	25	15	49110	13587	18072	5000	2.7174	decline	-3.61	0.9935753706663419
sim1030	15	65	5	15	6217	35548	5000	28589	1.2434	growth	5.72	1.0087179205801182
sim1031	50	0	35	15	42890	47980	5000	5593	8.578	growth	1.12	1.0005603895170267
sim1032	0	20	50	30	29075	19284	7539	5000	3.8568	decline	-1.51	0.9979467418260227
sim1033	10	40	15	35	5559	6623	5000	5957	1.1118	growth	1.19	1.0008756454310623
sim1034	25	40	30	5	24569	23599	5206	5000	4.7198	decline	-1.04	0.9997981305293087
sim1035	55	0	25	20	22738	8282	13727	5000	1.6564	decline	-2.75	0.9949503660808229
sim1036	10	10	5	75	26200	29775	5000	5682	5.24	growth	1.14	1.0006393268549896
sim1037	20	55	10	15	47939	10542	22737	5000	2.1084	decline	-4.55	0.9924272217946805
sim1038	45	0	5	50	26588	48533	5000	9127	5.3176	growth	1.83	1.0030089957055033
sim1039	25	5	70	0	35471	6239	28427	5000	1.2478	decline	-5.69	0.9913104925733731
sim1040	10	0	15	75	5181	11373	5000	10976	1.0362	growth	2.2	1.003931365792747
sim1041	15	25	10	50	11186	22982	5000	10273	2.2372	growth	2.05	1.0036004059090002
sim1042	25	20	55	0	29886	24073	6207	5000	4.8146	decline	-1.24	0.998918801125013
sim1043	5	15	10	70	42399	27039	7840	5000	5.4078	decline	-1.57	0.9977509953903589
sim1044	20	10	55	15	27804	28483	5000	5122	5.5608	growth	1.02	1.0001205353767162
sim1045	70	25	5	0	8179	5310	7702	5000	1.062	decline	-1.54	0.9978397893852069
sim1046	25	15	25	35	40715	17852	11403	5000	3.5704	decline	-2.28	0.9958778071687944
sim1047	60	5	10	25	25922	43444	5000	8380	5.1844	growth	1.68	1.0025820500102995
sim1048	0	15	65	20	30565	27225	5613	5000	5.445	decline	-1.12	0.9994217628823702
sim1049	15	30	10	45	31526	7176	21966	5000	1.4352	decline	-4.39	0.9925997105453397
sim1050	35	20	20	25	40315	27653	7289	5000	5.5306	decline	-1.46	0.9981153577501701
sim1051	25	10	60	5	18246	9988	9134	5000	1.9976	decline	-1.83	0.9969871709883564
sim1052	50	5	10	35	43225	9561	22605	5000	1.9122	decline	-4.52	0.9924563339584377
sim1053	0	15	85	0	12063	26438	5000	10958	2.4126	growth	2.19	1.0039231593534106
sim1054	55	15	5	25	43253	43983	5000	5084	8.6506	growth	1.02	1.0000833022044655
sim1055	10	30	60	0	7177	34782	5000	24232	1.4354	growth	4.85	1.0078911808064541
sim1056	25	5	50	20	48476	16164	14995	5000	3.2328	decline	-3.0	0.9945086055011656
sim1057	45	50	5	0	34066	6140	27741	5000	1.228	decline	-5.55	0.9914326322458524
sim1058	60	15	25	0	13320	25417	5000	9541	2.664	growth	1.91	1.003230801946678
sim1059	0	45	20	35	48300	29501	8186	5000	5.9002	decline	-1.64	0.9975350626718195
sim1060	5	30	15	50	17369	11611	7480	5000	2.3222	decline	-1.5	0.9979860256022386
sim1061	15	5	10	70	27649	49692	5000	8986	5.5298	growth	1.8	1.0029311494910693
sim1062	30	70	0	0	12786	34407	5000	13455	2.5572	growth	2.69	1.0049495643587238
sim1063	50	0	5	45	6783	5386	6297	5000	1.0772	decline	-1.26	0.9988468229146374
sim1064	20	50	0	30	33759	9185	18377	5000	1.837	decline	-3.68	0.9934916901486041
sim1065	50	20	5	25	18777	6981	13449	5000	1.3962	decline	-2.69	0.9950526657929635
sim1066	0	75	25	0	36045	30520	5905	5000	6.104	decline	-1.18	0.9991681923139238
sim1067	15	0	40	45	13629	27471	5000	10078	2.7258	growth	2.02	1.0035045845891215
sim1068	30	20	25	25	25450	21901	5810	5000	4.3802	decline	-1.16	0.9992492867078514
sim1069	35	10	45	10	26399	5873	22475	5000	1.1746	decline	-4.5	0.9924851716603821
sim1070	45	0	50	5	8311	6790	6120	5000	1.358	decline	-1.22	0.9989893790795493
sim1071	35	5	35	25	17954	41710	5000	11616	3.5908	growth	2.32	1.0042147277282416
sim1072	70	25	0	5	9342	8459	5522	5000	1.6918	decline	-1.1	0.9995034889946307
sim1073	30	65	5	0	12208	20831	5000	8532	2.4416	growth	1.71	1.002671929440875
sim1074	25	0	5	70	15419	37249	5000	12079	3.0838	growth	2.42	1.0044101524759452
sim1075	20	70	5	5	46450	18098	12833	5000	3.6196	decline	-2.57	0.9952870896708589
sim1076	15	10	70	5	8386	10701	5000	6380	1.6772	growth	1.28	1.001218650924613
sim1077	40	50	10	0	8394	47824	5000	28487	1.6788	growth	5.7	1.00870004965213
sim1078	10	30	20	40	5034	12494	5000	12410	1.0068	growth	2.48	1.0045453234339121
sim1079	30	45	10	15	44659	16126	13847	5000	3.2252	decline	-2.77	0.9949068465488076
sim1080	55	10	20	15	22171	44584	5000	10055	4.4342	growth	2.01	1.0034931605539525
sim1081	60	5	15	20	10015	29703	5000	14829	2.003	growth	2.97	1.0054357340527942
sim1082	30	10	35	25	42006	26853	7821	5000	5.3706	decline	-1.56	0.9977631274440731
sim1083	10	55	30	5	9825	43164	5000	21966	1.965	growth	4.39	1.0074002894546603
sim1084	15	25	0	60	18473	34441	5000	9322	3.6946	growth	1.86	1.0031146964275823
sim1085	0	20	35	45	15295	7142	10708	5000	1.4284	decline	-2.14	0.99619223393388
sim1086	25	25	15	35	45179	16607	13602	5000	3.3214	decline	-2.72	0.9949961053584032
sim1087	40	45	5	10	7212	5888	6124	5000	1.1776	decline	-1.22	0.9989861121731933
sim1088	65	5	10	20	6415	27539	5000	21465	1.283	growth	4.29	1.007284928946212
sim1089	0	70	0	30	8310	34261	5000	20614	1.662	growth	4.12	1.0070826627209024
sim1090	35	55	5	5	9714	12731	5000	6553	1.9428	growth	1.31	1.0013524252381163
sim1091	40	30	15	15	6046	27204	5000	22498	1.2092	growth	4.5	1.0075199425196826
sim1092	25	20	45	10	29082	7681	18931	5000	1.5362	decline	-3.79	0.9933431856120316
sim1093	20	15	60	5	17374	6205	14000	5000	1.241	decline	-2.8	0.9948519029140942
sim1094	10	30	55	5	7996	20911	5000	13076	1.5992	growth	2.62	1.0048067028821392
sim1095	60	5	30	5	6144	25021	5000	20362	1.2288	growth	4.07	1.0070211625312546
sim1096	35	10	40	15	12962	8028	8073	5000	1.6056	decline	-1.61	0.9976045637601061
sim1097	55	0	40	5	23933	9936	12044	5000	1.9872	decline	-2.41	0.9956043565090731
sim1098	0	50	40	10	5210	13574	5000	13027	1.042	growth	2.61	1.0047879310714067
sim1099	25	5	55	15	13341	6585	10130	5000	1.317	decline	-2.03	0.9964696829708676
sim1100	30	20	35	15	8170	9600	5000	5875	1.634	growth	1.18	1.0008063407379806
sim1101	10	0	30	60	14790	23150	5000	7826	2.958	growth	1.57	1.0022400680567707
sim1102	5	5	65	25	6362	36789	5000	28913	1.2724	growth	5.78	1.0087742670426603
sim1103	70	5	25	0	25002	47332	5000	9466	5.0004	growth	1.89	1.0031913425952497
sim1104	35	5	60	0	25004	8589	14556	5000	1.7178	decline	-2.91	0.994657173163421
sim1105	30	0	25	45	6897	11462	5000	8309	1.3794	growth	1.66	1.0025395067612437
sim1106	35	20	40	5	24233	26463	5000	5460	4.8466	growth	1.09	1.0004400543866137
sim1107	40	25	25	10	19274	46758	5000	12130	3.8548	growth	2.43	1.0044312190526092
sim1108	35	30	15	20	27944	42677	5000	7636	5.5888	growth	1.53	1.002117179967147
sim1109	35	25	35	5	20898	5429	19247	5000	1.0858	decline	-3.85	0.9932604135400056
sim1110	20	15	65	0	9599	40121	5000	20899	1.9198	growth	4.18	1.0071513169925101
sim1111	5	15	30	50	38971	11686	16674	5000	2.3372	decline	-3.33	0.9939779364622284
sim1112	10	60	30	0	9304	35235	5000	18935	1.8608	growth	3.79	1.0066578707445983
sim1113	0	0	35	65	36044	31633	5697	5000	6.3266	decline	-1.14	0.9993474909596792
